Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
1938,131,Unknown,6.0,35,Dhirubhai Desai,Sultana,Unknown,Unknown
1956,131,Unknown,6.0,35,Dwarka Khosla,Manher Desai,Anwar Hussain,Maruti
1946,131,Unknown,6.0,35,Nagendra Majumdar,Unknown,Unknown,Unknown
1988,165,"Action, Romance",4.0,50,Ramesh Ahuja,Jeetendra,Rajinikanth,Amrita Singh
2014,113,"Crime, Romance",4.4,308,Navneet Behal,Nikhil Dwivedi,Richa Chadha,Damandeep Singh
1969,131,"Drama, Family",6.2,12,Kolli Pratyagatma,Biswajit Chatterjee,Mala Sinha,Shashikala
1998,127,Drama,6.8,302,Mahesh Bhatt,Paresh Rawal,Pooja Bhatt,Sharad S. Kapoor
1942,131,Unknown,6.0,35,Phani Majumdar,Leela Desai,Krishna Chandra Dey,Paidi Jairaj
1988,298,Drama,6.0,35,Govind Nihalani,Uttara Baokar,A.K. Hangal,Pankaj Kapur
1952,127,Drama,7.6,38,Phani Majumdar,Dev Anand,Meena Kumari,Bipin Gupta
1942,131,Comedy,6.0,35,Dwarka Khosla,Sardar Akhtar,Urmila,Gope
2015,139,"Comedy, Drama, Romance",7.3,35,Imtiaz Ali,Deepika Padukone,Ranbir Kapoor,Sushma Seth
2001,131,Drama,6.5,13,Dil Kumar,Raza Murad,Birbal,Satnam Kaur
1999,124,"Drama, Thriller",6.0,35,Kishan Shah,Reetu,Barkha,Raj Premi
2005,131,Thriller,6.0,35,Unknown,Unknown,Unknown,Unknown
1986,115,Drama,5.1,37,Anand,Govinda,Kushboo,Jyoti Patel
1972,139,"Action, Crime, Drama",5.6,29,Naresh Kumar,Rajendra Kumar,Mumtaz,Sujit Kumar
1955,120,"Drama, Family",8.4,5,Lekhraj Bhakri,Shammi Kapoor,Balraj Sahni,Anita Guha
2005,142,"Action, Adventure, Drama",6.0,35,Mani Shankar,Ajay Devgn,Bobby Deol,Sanjay Dutt
1961,131,Unknown,6.0,35,Ram Narayan Gabale,Karan Dewan,Usha Kiran,Chaman Puri
1972,131,"Drama, Romance",6.0,35,Jagdish Nirula,Anil Dhawan,Rehana Sultan,Shatrughan Sinha
1991,131,Thriller,6.0,35,I.V. Sasi,Unknown,Unknown,Unknown
2020,135,"Action, Biography, Drama",7.6,35,Om Raut,Ajay Devgn,Saif Ali Khan,Sharad Kelkar
1987,131,Romance,6.0,35,Ramprasad Chakraborty,Mina Chakraborty,Dipankar Dey,Neena Gupta
2021,155,Thriller,8.7,20,Parvinder Singh Wraich,Harkiran Kaur Wraich,Muntazir Ahmad,Sunny Gill Ambersariya
2016,131,Crime,6.0,35,Chanakya Chatterjee,Aditya Banerjee,Anjana Das,Priya Kapoor
1943,122,"Drama, Musical, Romance",7.5,26,Jayant Desai,K.L. Saigal,Khurshid Begum,Mubarak
2003,131,Horror,6.0,35,Jagdish Gautam,Rakesh Komar,Sara Khan,Prithvi
2011,113,"Comedy, Drama, Romance",6.8,35,Aanand L. Rai,Madhavan,Kangana Ranaut,Jimmy Sheirgill
2015,128,"Comedy, Drama, Romance",7.6,35,Aanand L. Rai,Kangana Ranaut,Madhavan,Jimmy Sheirgill
1988,131,Drama,6.0,35,M R Sethi,Unknown,Unknown,Unknown
1976,133,"Drama, Family",7.2,48,Anil Ganguly,Rakhee Gulzar,Parikshit Sahni,Asrani
2021,131,Romance,6.0,35,Mahaveer Shringi,Rajesh Dubeay,Kanchan Mishra,Sania Mistry
2000,144,Drama,6.0,20,Jayprakkash Shaw,Tara Deshpande,Ellora Patnaik,Parvin Dabas
1970,131,Action,6.0,35,Helen,Mahesh Kumar,Unknown,Unknown
1984,131,Action,6.0,35,K.S.R. Das,Chiranjeevi,Madhavi,Silk Smitha
1983,131,"Action, Drama, Romance",5.8,88,Brij,Mithun Chakraborty,Zeenat Aman,Hema Malini
1967,108,"Drama, Family",6.3,35,A. Salaam,Bharat Bhushan,Shalini,Farida Jalal
1958,131,"Drama, Family",6.0,35,A.S. Arora,Karan Dewan,Shyama,Madan Puri
1982,131,"Action, Drama",4.9,18,Babbar Subhash,Mithun Chakraborty,Ranjeeta Kaur,Amjad Khan
1991,131,Drama,6.0,35,Anu Dhawan,Manik Irani,Huma Khan,Ashok Mann
2002,131,Action,5.1,7,Surinder Kapoor,Hemant Birje,Chandrashekhar,Dharmendra
1990,217,"Action, Crime, Drama",4.2,40,Anand Gaekwad,Jeetendra,Moushumi Chatterjee,Govinda
1995,131,Romance,6.0,35,Tilakdhari Tripathi,Kumar Ambar,Bandini Mishra,Vicky Pal
1939,131,Unknown,6.0,35,Narmada Shankar,Unknown,Unknown,Unknown
1995,162,"Action, Comedy, Fantasy",6.5,414,K. Muralimohana Rao,Venkatesh Daggubati,Raveena Tandon,Asrani
1948,131,Action,6.0,35,Neelam,Rajan,Habib,Chandrika
1944,131,Unknown,6.0,35,Hemen Gupta,Iftekhar,Jamuna,Unknown
2019,120,Drama,7.3,31,Rajiev Dhingra,Ranjit Bawa,Nazia Hussain,Gurpreet Ghuggi
1994,131,Fantasy,6.0,35,Sukhdev Ahluwalia,Shweta Bawa,Birbal,Narendra Chanchal
1934,131,Drama,6.0,35,Chandulal Shah,Keki Adajania,M. Bhagwandas,Bhupatrai
2022,131,Romance,6.0,35,Samar Iqbal,Harshvardhan Rane,Angira Dhar,Unknown
2013,110,Drama,5.5,43,Kumar Raj,Rekha Rana,Rohan Shroff,Ashish Saleem
1945,131,Unknown,6.0,35,Raja Nene,Shobhna Samarth,Vasant Thengadi,Anant Marathe
1979,111,"Musical, Romance",6.9,37,Deepak Bahry,Mithun Chakraborty,Ranjeeta Kaur,Master Bhagwan
1951,131,"Drama, Romance",7.1,135,Ram Daryani,Madhubala,Dilip Kumar,Shyama
2018,131,Thriller,6.0,35,Sanoj Mishra,Vishal Malhotra,Urmay Rathod,Ruchika
1984,171,Drama,6.9,47,Kumar Shahani,Amol Palekar,Smita Patil,Shreeram Lagoo
1952,131,Unknown,6.0,35,Ajit,Jeevan,Manorama,Munawwar Sultana
1937,131,Unknown,6.0,35,Kikubhai Desai,Gohar,Ibrahim,Sardar Mansur
1997,144,"Action, Crime, Drama",4.5,589,Vimal Kumar,Akshay Kumar,Sonali Bendre,Mohnish Bahl
2003,131,Unknown,6.0,35,Khalid Mohamed,Raveena Tandon,Munnavar Khan,Unknown
1995,122,Drama,7.6,73,Sandip Ray,Mohan Agashe,Barun Chakraborty,Champa
1984,136,"Action, Crime, Drama",4.6,9,Ravikant Nagaich,Mithun Chakraborty,Leena Das,Dinesh Hingoo
2000,156,"Mystery, Thriller",5.0,233,Esmayeel Shroff,Nana Patekar,Tabu,Shilpa Shetty Kundra
1995,140,"Drama, History",7.2,67,K. Bikram Singh,Savita Bajaj,Babita Bhardwaj,Pradeep Bhatnagar
2019,104,Drama,8.1,31,Neelam r Singh,Vandana Asthana,Rahul Chahan,Poonam Ingle
1984,131,Animation,6.0,35,Ram Mohan,Unknown,Unknown,Unknown
1970,131,Action,3.8,6,Chandrakant,Chandgiram,Shabnam,K.N. Singh
1965,131,Action,6.0,35,Shiv Kumar,Chitra,Azaad Irani,Ranjan Kapoor
1987,131,Action,6.0,35,Leena Das,Ranjan Kapoor,Viju Penkar,Mohan Sherry
1964,131,Action,6.0,35,A. Shamsheer,Master Bhagwan,Bela Bose,Chitra
1965,128,"Action, Adventure, Romance",5.6,27,A. Shamsheer,Randhawa,Mumtaz,Bela Bose
1964,131,"Action, Adventure",6.0,35,Radhakant,Laxmi Chhaya,Chitra,Mohan Choti
1964,131,Action,6.0,35,Chitra,Azaad Irani,Kamal Kapoor,Shyam Kumar
1963,131,Action,6.0,35,Helen,Azaad Irani,Sheila Kashmiri,Nilofer
1966,131,Action,6.0,35,Habib,Hercules,Indira,Maqbool
1963,131,Adventure,6.0,35,Radhakant,Azaad Irani,Arvind Pandya,Chitra
1966,136,Adventure,3.8,9,Baboobhai Bhanji,Azaad Irani,Sunita,B.M. Vyas
1965,131,"Action, Adventure",6.7,15,Kedar Kapoor,Dara Singh,Mumtaz,Master Bhagwan
1968,131,Action,6.0,35,Sushil Gupta,Indira,Azaad Irani,Nazeer Kashmiri
1966,131,Action,6.0,35,Habib,Azaad Irani,Noor Jehan,Rajan Kapoor
1962,131,Action,6.0,35,A.R. Zamindar,Ameena,Aruna Irani,Azaad Irani
2002,99,"Action, Adventure, Musical",4.5,11,Pratap Singh,Hemant Birje,Ritika Singh,Raza Murad
2008,120,"Action, Drama, Romance",3.9,35,Vijay Krishna Acharya,Akshay Kumar,Saif Ali Khan,Kareena Kapoor
1991,131,"Comedy, Thriller",6.0,35,Azad Hussain,Ali Khan,Omkar Das Manikpuri,Ajaz Khan
1943,122,Unknown,6.0,35,Najam Naqvi,David Abraham,Azoorie,Durga Khote
1966,131,Action,6.0,8,J.B.H. Wadia,Feroz Khan,Rajendranath Malhotra,Nasir Hussain
1996,131,Thriller,6.0,35,Unknown,Unknown,Unknown,Unknown
2019,131,Drama,6.0,35,Pavel Singh,Gurinder Azad,B. Harikrishnan,Anjali Jha
1940,131,"Action, Fantasy",6.0,35,K. Amarnath,Lala Yaqoob,Indurani,Vatsala Kumthekar
1955,131,Action,6.0,35,Majnu,Chandrashekhar,Mahipal,Maruti
1968,131,Action,6.0,35,Agha,Nalini Chonkar,Raj Gulshan,Murad
2013,90,Drama,6.0,35,Pankaj Purohit,Unknown,Unknown,Unknown
2008,127,"Biography, Drama",6.9,14,Sridhar Allani,Sunil Sharma,Parvati Melton,Surendra Pal
2006,113,"Crime, Drama, Thriller",4.4,460,Anubhav Sinha,Sanjay Dutt,Ameesha Patel,Jaya Prada
1991,131,"Drama, Family",6.0,35,Pragyesh Singh,Unknown,Unknown,Unknown
2004,121,"Comedy, Drama",2.6,93,T.L.V. Prasad,Laxmikant Berde,Bobby Darling,Amin Gazi
2021,131,"Romance, Thriller",6.0,35,Akashaditya Lama,Ameesha Patel,Rajesh Sharma,Jahangir Khan
2003,131,Thriller,6.0,35,Kishan Shah,Satnam Kaur,Ali Khan,Amit Pachori
2017,101,Documentary,7.4,238,Bruce Parry,Mark Ellam,Bruce Parry,Ingrid Lewis
1985,160,"Comedy, Drama, Romance",7.1,104,B.R. Chopra,Ashok Kumar,Rishi Kapoor,Rati Agnihotri
1948,131,Drama,6.0,35,S.M. Raza,Unknown,Unknown,Unknown
1988,131,Drama,6.0,35,K.S. Thaliya,Leena Das,Vicky Khan,Shavinder Mahal
1958,131,Drama,6.0,35,Lekhraj Bhakri,Pradeep Kumar,Shakila,Azra
1980,103,"Crime, Thriller",5.2,20,Sushil Vyas,Indira Bansal,Master Bhagwan,Abhi Bhattacharya
1954,133,"Musical, Romance",6.9,257,Chetan Anand,Dev Anand,Kalpana Kartik,Sheila Ramani
1973,118,Romance,6.3,30,Mohammed Hussain,Ashok Kumar,Nirupa Roy,Bhisham Kohli
1944,131,"Comedy, Musical",2.5,16,S.M. Raza,Dilawar,Baburao Pahelwan,Sulochana Chatterjee
2021,131,Thriller,6.0,35,Saumitra Singh,Mahesh Manjrekar,Jagjeet Sandhu,Anangsha Biswas
2006,116,"Comedy, Drama, Thriller",7.3,35,Milan Luthria,John Abraham,Nana Patekar,Sonali Kulkarni
1958,131,Unknown,6.0,35,Gajanan Jagirdar,Chandrashekhar,Anita Guha,Rajan Haksar
1977,123,"Adventure, Comedy, Drama",6.4,37,Irshad,Amol Palekar,Zaheera,Reena Roy
2016,136,"Drama, Mystery, Thriller",7.3,35,Ribhu Dasgupta,Amitabh Bachchan,Nawazuddin Siddiqui,Vidya Balan
2009,115,"Action, Comedy",4.0,68,Ajay Chandhok,Sohail Khan,Amrita Arora,Yash Tonk
1991,120,"Comedy, Drama, Romance",6.0,35,Jessie Kerry,Unknown,Unknown,Unknown
2018,93,Family,6.0,35,Ravneet Kaur,Bhavya Anand,Arjun Aneja,Jagnoor Aneja
1968,160,Comedy,6.8,53,S.S. Balan,S.S. Vasan,Prithviraj Kapoor,Agha
1953,131,Drama,7.3,17,Shantaram Rajaram Vankudre,Karan Dewan,Lalita Kumari,Leela Mishra
1955,131,Unknown,6.0,35,Hemchandra Chunder,Bharat Bhushan,Hiralal,Nasir Hussain
1979,131,Unknown,6.0,35,Mohan Choti,Sujit Kumar,Ravindra Mahajani,Anjana Mumtaz
1973,126,"Action, Crime, Drama",5.8,9,Dada Mirasi,Vinod Mehra,Sulochana Latkar,Jeevan
1965,121,"Musical, Romance",6.9,182,Amarjeet,Dev Anand,Nanda,Simi Garewal
1964,131,Drama,6.0,35,S.A. Ashokan,Anand Chitragupt,Hemalatha,Ramdas
1980,131,"Action, Comedy, Thriller",3.3,7,Joginder Shelly,Kiran Kumar,Romesh Sharma,Joginder Shelly
1963,131,Documentary,6.0,35,Khwaja Ahmad Abbas,Unknown,Unknown,Unknown
2010,140,"Crime, Drama, Thriller",4.1,35,Leena Yadav,Amitabh Bachchan,Madhavan,Shraddha Kapoor
1965,125,"Action, Adventure, Drama",6.3,10,Radhakant,Randhawa,Azaad Irani,Parveen Choudhary
1955,131,Action,6.0,35,S. Joshi Dosani,Habib,Nazir Kashmiri,Kesari
1938,158,Adventure,6.4,10,Sarvottam Badami,Sabita Devi,Motilal,Bibbo
2016,120,Drama,7.5,27,Shakirul Alam,Gaurav Chowdhary,Shakirul Alam,Ravi Shankar Chowdhary
1954,131,Unknown,6.0,35,S.S. Solanki,Neena Maker,Anil Kishore,Kishore Kumar
2011,131,"Comedy, Drama",4.2,325,Mrighdeep Lamba,Om Puri,Deepak Dobriyal,Shreyas Talpade
2020,131,Drama,6.0,35,Shashank Dandotiya,Sayyed Irshad Ali Khan,Devasheesh Misra,Rakesh Dandotiya
1961,131,"Action, Adventure, Crime",6.0,35,Nanabhai Bhatt,Ameeta,Suresh,Jagdish Raj
1995,131,Action,4.9,11,Ajit Dewani,Shakti Kapoor,Rashid Khan,Shabbir Khan
1954,131,Drama,6.0,35,Unknown,Unknown,Unknown,Unknown
1960,131,Action,6.0,35,Mohammed Hussain,Shashikala,Kamal Mehra,Shyam Kumar
1955,131,"Action, Adventure, Drama",6.0,35,Harnam Singh Rawail,Madhubala,Ajit,Chanchal
1958,131,Drama,6.0,35,Jaymala Adarsh,Indira Bansal,Mahipal,Nana Palsikar
2010,135,"Comedy, Crime",2.6,35,Farah Khan,Akshay Kumar,Katrina Kaif,Akshaye Khanna
1955,131,Action,6.0,35,Agha,Indira Bansal,Jeevan,Iqbal Mishra
1965,127,"Action, Crime, Drama",6.3,17,Mohammed Hussain,Feroz Khan,Shashikala,Shyam Kumar
1994,160,"Comedy, Thriller",5.2,133,Partho Ghosh,Mithun Chakraborty,Chunky Panday,Somy Ali
1986,131,Romance,6.8,14,Krishnakant,Raj Babbar,Smita Patil,Anita Raj
1976,131,Action,6.0,35,Indrani Mukherjee,Amrit Pal,Priyadarshini,Unknown
2013,129,"Action, Drama, News",6.0,35,Sandeep Solanki,Neelam Rawat,Reshma Singh,Unknown
1982,151,"Action, Thriller",6.4,73,Subodh Mukherji,Dharmendra,Shatrughan Sinha,Zeenat Aman
2006,111,"Action, Crime, Thriller",2.6,300,Harry Baweja,Sunny Deol,Ameesha Patel,Neha Dhupia
1966,159,"Comedy, Drama, Romance",7.9,746,Basu Bhattacharya,Raj Kapoor,Waheeda Rehman,Dulari
1966,172,"Comedy, Musical, Mystery",7.7,35,Vijay Anand,Shammi Kapoor,Asha Parekh,Raj Mehra
2003,131,Thriller,6.0,35,Hemant Birje,Rajesh Sabharwal,Unknown,Unknown
2003,143,Drama,5.9,525,Khalid Mohamed,Shabana Azmi,Urmila Matondkar,Arjun Rampal
1990,131,"Action, Drama",4.5,52,Ramesh Puri,Sanjay Dutt,Kimi Katkar,Sonu Walia
1991,131,Drama,6.0,35,Sarvesh Mewara,Kangana Ranaut,Anshul Chauhan,R. Bhakti Klein
1994,169,"Action, Drama",6.3,89,N. Chandra,Deepak Malhotra,Vijayshanti,Charan Raj
1961,131,"Action, Comedy, Crime",3.9,15,Romney Dey,Sheikh Mukhtar,Kumkum,Chandrashekhar
1991,131,Action,6.0,35,Mohmmad Yunus Ismail,Rubab Almas,Sagar Khan,Sarul Singh
1985,116,Thriller,6.3,27,Shyam Ramsay,Tulsi Ramsay,Shatrughan Sinha,Parveen Babi
1991,131,Mystery,6.0,35,Jakee Patel,Jagesh Singh,Sanjeet Dhuri,Saurabh Barot
2011,125,"Action, Crime, Drama",2.5,351,Hema Malini,Dharmendra,Vinod Khanna,Rishi Kapoor
2005,152,"Action, Crime, Drama",5.5,35,Anubhav Sinha,Sanjay Dutt,Sunil Shetty,Abhishek Bachchan
1958,131,Unknown,6.0,35,Jugal Kishore,Geeta Bali,Daisy Irani,Satyendra Kapoor
2019,153,Drama,5.4,43,Sohail Tatari,Dakshita Patel,Madhu Anand Chandhock,Divya Dutta
2016,111,Sport,6.0,35,Sohail Tatari,Unknown,Unknown,Unknown
2017,108,"Romance, Thriller",1.8,262,Raajeev Walia,Arbaaz Khan,Sunny Leone,Bhani Singh
2000,143,"Musical, Romance",3.0,560,A. Muthu,Abhishek Bachchan,Kirti Reddy,Sanjay Suri
1987,120,Romance,6.0,35,K.K. Reddy,Raj Kiran,Sachin Pilgaonkar,Priti Sapru Walia
2009,155,"Crime, Drama, Thriller",6.0,210,Sudhir Mishra,Neil Nitin Mukesh,Sikandar Agarwal,Aditya Bhattacharya
1991,135,Unknown,6.0,35,Pradeep Goinsikar,Pawan Malhotra,Arjumman Mughal,Unknown
1991,131,"Drama, Musical, Romance",6.0,35,Hrishikesh Pandey,Unknown,Unknown,Unknown
2001,148,Drama,4.9,311,Mahesh Manjrekar,Ajay Devgn,Sonali Bendre,Namrata Shirodkar
2015,107,Comedy,4.0,9,Chittaranjan Tripathy,Rahul Bagga,Geetika Tyagi,Reema Vohra
1988,131,Romance,6.0,35,Ramesh Talwar,Suparna Anand,Tanvi Azmi,Shafi Inamdar
2006,131,Romance,6.0,35,Rajeev Raj,Sanjeevani Gupta,Sanjay,Ali Khan
2002,97,Thriller,6.0,35,Badal Kumar,Ali Khan,Yogendra Konkar,Anil Nagrath
1991,131,Unknown,6.0,35,Ramya Krishnan,S.J. Suryah,Unknown,Unknown
2016,106,"Action, Drama, Romance",2.6,840,Shawn Arranha,Himesh Reshammiya,Farah Karimaee,Naseeruddin Shah
2010,95,"Comedy, Drama",7.2,35,Abhishek Sharma,Ali Zafar,Pradhuman Singh,Piyush Mishra
2016,104,Comedy,4.3,860,Abhishek Sharma,Deepak Chandra,Manish Paul,Pradhuman Singh
1989,127,Family,5.1,13,P.P. Ghosh,Partho Ghosh,Shekhar Suman,Moon Moon Sen
1964,131,Drama,6.0,35,Ravindra Dave,Ruby Mayer,Shahu Modak,Durga Khote
1963,149,"Romance, Musical, Comedy",7.4,394,Vijay Anand,Dev Anand,Nutan,Rajendranath Malhotra
2015,146,Drama,6.0,35,Shailendra Sen,Shobit Atrey,Heeba Shah,Maya Yadav
2010,122,Romance,2.4,8,Ravinder Ravi,Gavie Chahal,Mannat Singh,Kanwaljit Singh
2015,131,"Mystery, Romance",6.0,35,Raj Dayal,Shyam Bhimsaria,Dhananjay Galani,Ramesh Goyal
2001,138,"Drama, Family, Musical",5.3,52,Sanjay Gadhvi,Imran Ahmed Khan,Sonali Khare,Neelu Kohli
1984,131,"Comedy, Drama, Romance",6.2,20,Dada Kondke,Master Bhagwan,Usha Chavan,Amjad Khan
2011,120,"Comedy, Drama, Romance",5.3,243,Deepa Sahi,Vinay Pathak,Riya Sen,Jagrat Desai
1971,175,"Drama, Romance",7.2,223,Vijay Anand,Dev Anand,Mumtaz,Mahesh Kaul
1996,146,"Action, Comedy, Drama",6.2,483,Joy Augustine,Chandrachur Singh,Arshad Warsi,Priya Gill
2012,130,"Comedy, Drama, Romance",5.8,35,Mandeep Kumar,Riteish Deshmukh,Genelia D'Souza,Om Puri
1978,103,Musical,5.9,7,Subhash Sharma,Mithun Chakraborty,Abha Dhulia,Vijayendra Ghatge
2009,132,"Drama, Romance",6.2,589,Satish Kaushik,Ruslaan Mumtaz,Sheena Shahabadi,Rajat Kapoor
1986,131,Romance,6.0,35,Y H Rizvi,Yakub Hasan Rizvi,Girish Karnad,Ranjeeta Kaur
1984,120,Romance,6.1,22,Umesh Mehra,Mohnish Bahl,Ayesha Shroff,Navin Nischol
2018,125,"Action, Comedy",3.1,125,Vinod Tiwari,Rajniesh Duggall,Nazia Hussain,Krishna Abhishek
2014,73,Drama,7.0,10,Sandeep Kumar Chandola,Pushpraj Gunjan,Madhulika Jatolia,Ridhi Jugran
2020,68,"Adventure, Fantasy, Romance",5.7,23,Anurag Jha,Anurag Jha,Hemavaishnave,Khushboo Moharkar
1995,131,Drama,6.0,35,Satish Bhakri,Arpana Choudhary,Satish Kaul,Mehar Mittal
1982,195,Romance,6.7,48,A.C. Trilogchander,Kumar Gaurav,Poonam Dhillon,Girish Karnad
1991,131,Drama,6.0,35,Prashant Kumar Giri,Ankita Dave,Himani Sharma,Vishal Singh
1982,155,Family,5.0,11,Raj Khosla,Nutan,Padmini Kolhapure,Raj Kiran
1985,140,"Action, Crime, Drama",5.4,236,Vijay Reddy,Jackie Shroff,Poonam Dhillon,Raj Kiran
2012,117,"Comedy, Drama, Romance",4.7,35,Kunal Kohli,Shahid Kapoor,Priyanka Chopra Jonas,Prachi Desai
1999,131,Romance,6.0,35,Harbhajan Virdi,Mohnish Bahl,Ashwini Bhave,Birbal
1978,131,Romance,6.0,35,Unknown,Unknown,Unknown,Unknown
1993,120,"Drama, Romance",5.3,36,Rehman Naushad,Govinda,Meenakshi Sheshadri,Alpana
1985,131,Fantasy,6.0,35,Sudha Chopra,Bharat Kapoor,Mehar Mittal,Raza Murad
1990,131,"Crime, Drama, Horror",3.0,8,Vinod Talwar,Amala Akkineni,Krishna,Pradeepta
1968,131,"Drama, Family, Mystery",6.0,35,Kewal Misra,Rita Bhaduri,Krishna Ghattamaneni,Sudhir Pandey
2009,45,Documentary,6.0,35,Gyaneshwar Dayal,Unknown,Unknown,Unknown
2016,130,"Action, Crime, Thriller",6.8,71,Satish Kasetty,Meka Srikanth,Nikita Thukral,Ravi Varma
2018,104,Action,6.2,9,Kamal Nathani,Rajat Bedi,Gayatri,Raj Hussain
1958,131,Unknown,6.0,35,Kundan Kumar,Prem Adib,Abhi Bhattacharya,Mohan Choti
1991,131,Drama,6.0,35,Mohan Sulibhavi,Ambika,Geetanjali,Rekha
2015,157,"Action, Drama, Romance",4.0,35,Amit Ravindernath Sharma,Arjun Kapoor,Sonakshi Sinha,Manoj Bajpayee
1988,173,"Action, Drama, Romance",7.0,35,N. Chandra,Anil Kapoor,Madhuri Dixit,Anupam Kher
2013,131,Documentary,6.0,35,Bjarney Lï¿½ï¿½vï¿½ksdï¿½ttir,Unknown,Unknown,Unknown
2016,131,"Crime, Drama",6.0,35,Srivinay Salian,Tushar Barmaiya,Aarya Dange,Tarun Dhakad
2012,121,"Action, Crime, Drama",3.9,35,Priyadarshan,Anil Kapoor,Ajay Devgn,Mohanlal
2019,120,"Biography, Drama",5.2,35,Abhijit Panse,Nawazuddin Siddiqui,Amrita Rao,Radha Sagar
1999,163,"Action, Crime, Drama",5.9,583,Govind Nihalani,Ajay Devgn,Tabu,Amrish Puri
1993,131,Action,6.0,35,Gautami,Vijayakanth,Unknown,Unknown
1966,131,Action,5.0,9,Mohammed Hussain,Dara Singh,Helen,Indira
1991,130,"Biography, Drama",6.0,35,A.L. Vijay,Kangana Ranaut,Arvind Swamy,Bhagyashree
2002,162,"Action, Drama",5.7,35,A. Majid,Joseph Vijay,Priyanka Chopra Jonas,Nassar
1990,151,"Action, Crime, Drama",5.6,368,Raj N. Sippy,Jeetendra,Sanjay Dutt,Jaya Prada
1994,131,Action,6.0,35,Surinder Kapoor,Puneet Issar,Mukesh Khanna,Kiran Kumar
1983,141,"Action, Drama",6.1,100,A. Jagannathan,Poornima Jayaram,Aachi Manorama,Poornima
1982,131,Action,5.0,81,V.C. Guhanathan,Rajinikanth,Silk Smitha,Sridevi
2021,131,Comedy,6.0,35,Indra Kumar,Rakul Preet Singh,Ajay Devgn,Sidharth Malhotra
2011,125,Comedy,4.7,35,Anees Bazmee,Akshay Kumar,Sonam Kapoor,Bobby Deol
2009,120,"Crime, Drama",7.9,698,Irfan Kamal,Master Shams,Master Salman,Master Jaffer
2020,142,Drama,6.8,35,Anubhav Sinha,Taapsee Pannu,Pavail Gulati,Kumud Mishra
1991,131,Thriller,6.0,35,Raj Singh Chaudhary,Anil Kapoor,Fatima Sana Shaikh,Harshvardhan Kapoor
2010,103,"Crime, Drama, Mystery",6.7,35,Anurag Kashyap,Kalki Koechlin,Prashant Prakash,Naseeruddin Shah
1951,131,"Drama, Family",7.0,6,S.S. Vasan,M.K. Radha,Pushpavalli,Swaraj
2016,65,Documentary,4.2,10,Vidhi Kasliwal,Sooraj R. Barjatya,Swara Bhaskar,Deepak Dobriyal
2001,165,"Action, Comedy, Drama",4.8,100,Udayshankar,Vijayakanth,Soundarya,Vadivelu
1979,135,"Action, Drama",6.3,60,R. Thyagaraajan,Kamal Haasan,Sridevi,Rajinikanth
1991,131,"Comedy, Drama, Fantasy",6.0,35,Harishankar Tamminana,Unknown,Unknown,Unknown
1991,131,"Adventure, Fantasy, Horror",6.0,35,Robert Sigl,Unknown,Unknown,Unknown
2019,112,"Biography, Drama",6.0,35,Vijay Ratnakar Gutte,Anupam Kher,Akshaye Khanna,Suzanne Bernert
2013,110,Animation,6.0,35,Shinjan Neogi,Abhishek Panchal,Unknown,Unknown
2005,110,Comedy,7.3,425,Kuntaa Nikkil,Kuntaa Nikkil,Mast Ali,Sowmya Bollapragada
2015,99,"Action, Comedy",7.1,57,Kuntaa Nikkil,Kuntaa Nikkil,Raghu Kumar Karumanchi,Izeqiel McCoy
1989,149,Action,5.7,81,Anil Sharma,Dharmendra,Jaya Prada,Dara Singh
2014,94,"Documentary, Biography, Drama",6.8,139,Andreas Koefoed,Musta Ali,Mikhail Belinson,Sami Darr
2011,100,Thriller,6.4,9,Sunil Prem Vyas,Mamta Bhatia,Sunil Prem Vyas,Unknown
2012,101,"Drama, Thriller",6.0,35,Sunil Prem Vyas,Mamta Bhatia,Sunil Prem Vyas,Unknown
2013,116,"Action, Crime, Drama",6.9,35,Ram Gopal Varma,Nana Patekar,Atul Kulkarni,Sanjeev Jaiswal
2011,131,Horror,6.0,35,Vishwa Naidu,Unknown,Unknown,Unknown
2014,105,"Comedy, Drama, Family",6.0,35,Ramchandra P.N.,Hemanth Mahaur,Niraj Sah,Unknown
2021,131,"Action, Biography, Drama",6.0,35,Ashu Trikha,Ramesh Thete,Arjun Rampal,Sunny Leone
2019,115,"Documentary, Drama, Sport",6.0,35,Manoj Srivastava,Karan Aanand,Martin Cronin,Aanchal Kohli
2016,117,"Adventure, Family, Fantasy",6.4,35,Steven Spielberg,Mark Rylance,Ruby Barnhill,Penelope Wilton
2012,131,"Action, Thriller",6.6,11,Thomas Jacob,Ashraf Ali,Abbhimanyyu Singh,Priyanshu Painyuli
2021,153,"Biography, Crime, Drama",6.1,35,Kookie Gulati,Abhishek Bachchan,Nikita Dutta,Ileana D'Cruz
2021,109,"Adventure, History",6.0,35,Dr. Vikram,Pratap Rana,Unknown,Unknown
2014,120,"Crime, Drama",6.0,35,Mayank P. Srivastava,Pakhi Hegde,Himani Shivpuri,Mushtaq Khan
2020,131,Drama,6.0,35,Eklavya Sakpal,Unknown,Unknown,Unknown
2005,90,"Comedy, Drama, Family",7.4,35,Vishal Bhardwaj,Pankaj Kapur,Shriya Sharma,Deepak Dobriyal
2016,110,"Action, Thriller",5.6,198,Anup Kurian,Kartik Elangovan,Vinay Forrt,Aahana Kumra
